"DATE","CPI","Exchange Rate","Interest Rate","Nighttime Light","Instability of Regime","Instability within Regime","Mass Civil Protest","Political Violence","Commodity Price Index"
"2018.12.01",7.23,0.0278745708727435,3.5,0.244215068109164,0.90450445012407,2.53467987994812,1.84737592358807,1.58483255533191,-0.550027739595094
"2019.01.01",6.38,0.279726107772849,3.5,0.108786269045723,1.96661883423028,2.98155733975915,2.79806714445032,1.40481674651809,-0.159445400119385
"2019.02.01",6.01,-0.017947995972456,3.5,0.188590607765128,0.00586816485846538,0.288247791829807,-0.346316575760814,-0.658518028089921,0.853754633747794
"2019.03.01",5.23,0.137430085776646,3.5,0.118668728845191,-0.117129016534105,0.868827804432823,-0.496784736343307,-0.170163408902942,0.333730321378911
"2019.04.01",4.99,0.00635997655420439,3.5,0.0791069398477398,0.0240679356693271,-0.00588811987671627,-0.86161808276458,-0.0406172483619232,0.155886998911048
"2019.05.01",4.58,0.071500761651766,3.5,0.141357350716725,-0.406337261446661,-0.29606269139146,-0.664634528204092,0.131473584199461,-0.854458068037645
"2019.06.01",4.31,0.212164510551638,3.5,0.163583881127285,-0.0976625101620582,-0.860660085626218,-0.321590355594453,0.628604135598195,-0.486898136174352
"2019.07.01",4.06,0.221445315048552,3.5,0.114161311073881,-0.580658281459891,-1.00738307313503,-0.181032749377661,0.0239160212025206,0.203972287079845
"2019.08.01",3.8,0.277167050083094,3.5,0.163938635302798,0.0384271772595418,-0.863887396498426,-0.323599847713234,-0.308668316466295,-0.596336814234721
"2019.09.01",3.69,0.087591078087712,3.5,0.0712159545450323,-0.248367807672843,-0.639387784466171,-0.32386863319485,-0.122087077196219,0.221195987458267
"2019.10.01",3.61,0.0174379587920548,3.5,0.156697043295904,-0.0894811385050589,-0.730794147401723,-0.162613042125325,-0.216657418562233,-0.0541426414673363
"2019.11.01",3.65,0.287818680217455,3.5,0.169678206455541,-0.764352874338417,-1.31985075704831,1.00906314580147,0.857527761480313,0.35679166338658
"2019.12.01",3.908371436,0.612435596340433,3.5,0.124215068109164,-0.231762509701847,-0.83731521262728,0.122480892096167,0.168019160457994,0.591166376569907
